id,date,user,department,software,seats,amount
3965,2022-11-29 19:17:04 +0530,Leonard Hofstadter,Tech,Discord,5,5.0
3966,2023-01-17 12:02:34 +0530,Barry Kripke,Customer Success,Sentry,1,5.0
3967,2022-10-10 16:25:41 +0530,Dr. Beverly Hofstadter,Sales,Zapier,1,4.0
3968,2022-08-16 03:17:13 +0530,Rostenkowski,Tech,Outplay,3,36.0
3969,2022-06-16 19:49:40 +0530,Rostenkowski,Tech,Apple,1,20.0
3970,2023-03-03 19:16:41 +0530,Sheldon Cooper,Tech,Outplay,1,12.0
3971,2023-04-22 19:09:38 +0530,Amy Farrah Fowler,Tech,Zoho Crm,4,72.0
3972,2022-12-01 19:19:41 +0530,Sheldon Cooper,Tech,Figma,2,28.0
3973,2022-12-26 22:35:53 +0530,Leslie Winkle,Tech,Apple,5,100.0
3974,2022-10-18 22:58:18 +0530,Amy Farrah Fowler,Tech,Github,3,12.0
3975,2022-12-23 05:41:47 +0530,Barry Kripke,Customer Success,Appolo,2,34.0
3976,2022-07-09 11:26:02 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,1,18.0
3977,2022-10-24 06:55:45 +0530,Rostenkowski,Tech,Fullstory,4,44.0
3978,2023-01-07 05:03:20 +0530,Priya Koothrappali,Sales,Outplay,5,60.0
3979,2022-12-20 21:43:41 +0530,Dr. Beverly Hofstadter,Sales,Figma,4,56.0
3980,2023-03-03 17:52:33 +0530,Leslie Winkle,Tech,Google,3,6.0
3981,2023-03-20 03:18:40 +0530,Barry Kripke,Customer Success,Figma,5,70.0
3982,2023-02-28 06:40:40 +0530,Amy Farrah Fowler,Tech,Fullstory,5,55.0
3983,2022-10-04 19:12:55 +0530,Amy Farrah Fowler,Tech,Height,4,12.0
3984,2023-01-12 16:06:27 +0530,Leonard Hofstadter,Tech,Notion,1,7.0
3985,2022-07-29 17:19:02 +0530,Amy Farrah Fowler,Tech,Height,2,6.0
3986,2023-01-27 19:21:06 +0530,Wil Wheaton,Marketting,Github,5,20.0
3987,2022-06-28 05:50:57 +0530,Emily Sweeney,HR,Fullstory,3,33.0
3988,2023-03-28 21:49:50 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56.0
3989,2022-08-09 03:19:28 +0530,Barry Kripke,Customer Success,Google,5,10.0
3990,2023-02-18 06:04:49 +0530,Wil Wheaton,Marketting,Discord,3,3.0
3991,2023-04-28 02:57:54 +0530,Leslie Winkle,Tech,Sentry,2,10.0
3992,2023-04-27 14:17:26 +0530,Amy Farrah Fowler,Tech,Outplay,4,48.0
3993,2022-05-23 23:49:44 +0530,Leonard Hofstadter,Tech,Appolo,2,34.0
3994,2023-01-11 09:45:33 +0530,Rostenkowski,Tech,Figma,5,70.0
3995,2023-02-26 00:13:50 +0530,Sheldon Cooper,Tech,Notion,5,35.0
3996,2022-09-17 07:24:12 +0530,Leslie Winkle,Tech,Zapier,1,4.0
3997,2022-08-19 11:26:10 +0530,Denise,HR,Height,3,9.0
3998,2022-08-14 04:00:57 +0530,Wil Wheaton,Marketting,Circleci,3,27.0
3999,2023-01-12 12:43:50 +0530,Amy Farrah Fowler,Tech,Fullstory,5,55.0
4000,2023-04-25 02:52:49 +0530,Rostenkowski,Tech,Google,3,6.0
4001,2022-08-22 23:37:38 +0530,Sheldon Cooper,Tech,Figma,5,70.0
4002,2022-05-29 02:18:48 +0530,Rostenkowski,Tech,Circleci,2,18.0
4003,2022-09-09 08:47:21 +0530,Sheldon Cooper,Tech,Height,4,12.0
4004,2022-06-26 16:59:05 +0530,Emily Sweeney,HR,Fullstory,1,11.0
4005,2022-06-09 02:33:32 +0530,Bert Kibbler,Customer Success,Zoho Crm,2,36.0
4006,2023-03-11 13:04:48 +0530,Dr. Beverly Hofstadter,Sales,Apple,2,40.0
4007,2023-04-21 13:59:56 +0530,Rostenkowski,Tech,Sentry,3,15.0
4008,2022-07-13 01:56:03 +0530,Leslie Winkle,Tech,Github,5,20.0
4009,2022-08-05 17:33:18 +0530,Denise,HR,Discord,1,1.0
4010,2022-10-26 12:46:26 +0530,Priya Koothrappali,Sales,Figma,5,70.0
4011,2023-02-01 06:15:52 +0530,Denise,HR,Apple,4,80.0
4012,2022-09-19 11:28:30 +0530,Bert Kibbler,Customer Success,Discord,5,5.0
4013,2022-09-20 06:28:36 +0530,Leonard Hofstadter,Tech,Fullstory,1,11.0
4014,2022-11-18 20:02:05 +0530,Leonard Hofstadter,Tech,Google,2,4.0
4015,2023-02-18 15:50:34 +0530,Rostenkowski,Tech,Height,4,12.0
4016,2022-09-13 17:17:01 +0530,Leslie Winkle,Tech,Figma,3,42.0
4017,2022-12-05 22:50:54 +0530,Emily Sweeney,HR,Height,3,9.0
4018,2022-10-22 18:57:22 +0530,Emily Sweeney,HR,Zapier,5,20.0
4019,2023-01-02 01:51:55 +0530,Leslie Winkle,Tech,Fullstory,5,55.0
4020,2022-08-20 18:51:56 +0530,Barry Kripke,Customer Success,Apple,1,20.0
4021,2023-04-25 15:19:26 +0530,Sheldon Cooper,Tech,Github,2,8.0
4022,2022-07-12 07:01:32 +0530,Wil Wheaton,Marketting,Discord,4,4.0
4023,2023-02-11 10:07:55 +0530,Leslie Winkle,Tech,Notion,2,14.0
4024,2023-03-16 17:17:47 +0530,Denise,HR,Circleci,3,27.0
4025,2023-03-25 23:03:56 +0530,Leslie Winkle,Tech,Teams,3,15.0
4026,2022-11-29 14:01:26 +0530,Leonard Hofstadter,Tech,Sentry,4,20.0
4027,2022-08-01 01:51:02 +0530,Denise,HR,Sentry,5,25.0
4028,2022-09-11 18:04:55 +0530,Barry Kripke,Customer Success,Zoho Crm,2,36.0
4029,2022-12-24 16:50:33 +0530,Barry Kripke,Customer Success,Zapier,1,4.0
4030,2022-09-13 13:28:12 +0530,Leonard Hofstadter,Tech,Teams,1,5.0
4031,2023-01-06 22:09:40 +0530,Dr. Beverly Hofstadter,Sales,Circleci,4,36.0
4032,2022-06-27 05:01:12 +0530,Leonard Hofstadter,Tech,Outplay,2,24.0
4033,2022-10-15 15:47:11 +0530,Emily Sweeney,HR,Fullstory,4,44.0
4034,2022-09-01 12:01:28 +0530,Dr. Beverly Hofstadter,Sales,Figma,4,56.0
4035,2023-01-22 00:43:07 +0530,Emily Sweeney,HR,Circleci,1,9.0
4036,2022-08-29 02:30:34 +0530,Dr. Beverly Hofstadter,Sales,Discord,2,2.0
4037,2022-06-04 14:46:33 +0530,Wil Wheaton,Marketting,Figma,4,56.0
4038,2023-02-04 08:56:46 +0530,Leslie Winkle,Tech,Notion,3,21.0
4039,2022-09-13 09:24:16 +0530,Sheldon Cooper,Tech,Fullstory,4,44.0
4040,2022-11-07 17:36:41 +0530,Priya Koothrappali,Sales,Fullstory,2,22.0
4041,2023-01-28 19:15:13 +0530,Dr. V.M. Koothrappali,Marketting,Discord,5,5.0
4042,2022-09-05 18:53:32 +0530,Denise,HR,Figma,4,56.0
4043,2023-02-28 17:21:29 +0530,Sheldon Cooper,Tech,Zapier,5,20.0
4044,2022-09-09 10:29:23 +0530,Sheldon Cooper,Tech,Appolo,5,85.0
4045,2022-11-18 15:22:26 +0530,Amy Farrah Fowler,Tech,Zoho Crm,3,54.0
4046,2022-09-20 14:41:19 +0530,Barry Kripke,Customer Success,Apple,4,80.0
4047,2022-11-07 06:57:02 +0530,Priya Koothrappali,Sales,Apple,4,80.0
4048,2022-06-22 21:13:29 +0530,Rostenkowski,Tech,Discord,4,4.0
4049,2022-08-28 23:53:44 +0530,Sheldon Cooper,Tech,Teams,1,5.0
4050,2023-03-24 19:37:24 +0530,Dr. V.M. Koothrappali,Marketting,Discord,5,5.0
4051,2023-02-07 21:09:13 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,2,22.0
4052,2022-10-30 20:46:46 +0530,Rostenkowski,Tech,Height,4,12.0
4053,2023-05-02 19:58:02 +0530,Dr. V.M. Koothrappali,Marketting,Github,4,16.0
4054,2023-02-23 12:05:09 +0530,Leslie Winkle,Tech,Github,4,16.0
4055,2022-06-17 02:34:09 +0530,Leslie Winkle,Tech,Github,1,4.0
4056,2022-06-19 06:11:04 +0530,Bert Kibbler,Customer Success,Appolo,1,17.0
4057,2023-03-24 22:39:34 +0530,Leslie Winkle,Tech,Notion,5,35.0
4058,2022-06-21 18:20:19 +0530,Rostenkowski,Tech,Discord,2,2.0
4059,2023-02-07 03:20:28 +0530,Leonard Hofstadter,Tech,Zapier,2,8.0
4060,2023-03-15 04:46:09 +0530,Wil Wheaton,Marketting,Teams,1,5.0
4061,2023-03-29 23:10:34 +0530,Bert Kibbler,Customer Success,Circleci,5,45.0
4062,2023-04-11 19:01:51 +0530,Leonard Hofstadter,Tech,Circleci,4,36.0
4063,2023-03-04 05:39:48 +0530,Barry Kripke,Customer Success,Sentry,3,15.0
4064,2023-04-22 12:15:04 +0530,Dr. V.M. Koothrappali,Marketting,Github,2,8.0
4065,2023-04-14 19:57:10 +0530,Leonard Hofstadter,Tech,Teams,2,10.0
4066,2022-12-15 12:06:12 +0530,Bert Kibbler,Customer Success,Height,4,12.0
4067,2023-05-05 21:06:52 +0530,Bert Kibbler,Customer Success,Outplay,1,12.0
4068,2023-04-02 08:26:57 +0530,Leslie Winkle,Tech,Circleci,3,27.0
4069,2022-10-20 06:57:07 +0530,Sheldon Cooper,Tech,Apple,3,60.0
4070,2022-06-13 22:21:50 +0530,Wil Wheaton,Marketting,Slack,1,10.0
4071,2023-02-02 14:39:58 +0530,Amy Farrah Fowler,Tech,Github,3,12.0
4072,2022-11-25 00:54:44 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,3,51.0
4073,2022-12-09 15:38:09 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,5,45.0
4074,2022-10-12 11:26:40 +0530,Bert Kibbler,Customer Success,Notion,4,28.0
4075,2022-08-02 21:49:16 +0530,Sheldon Cooper,Tech,Apple,3,60.0
4076,2022-12-27 19:41:50 +0530,Amy Farrah Fowler,Tech,Google,2,4.0
4077,2022-09-05 22:50:52 +0530,Barry Kripke,Customer Success,Outplay,2,24.0
4078,2022-07-14 05:47:57 +0530,Sheldon Cooper,Tech,Zoho Crm,4,72.0
4079,2023-02-18 09:20:36 +0530,Dr. Beverly Hofstadter,Sales,Discord,5,5.0
4080,2023-03-31 15:11:49 +0530,Leonard Hofstadter,Tech,Sentry,4,20.0
4081,2022-05-27 17:23:50 +0530,Bert Kibbler,Customer Success,Fullstory,3,33.0
4082,2022-12-24 06:29:41 +0530,Sheldon Cooper,Tech,Fullstory,3,33.0
4083,2022-07-26 02:08:47 +0530,Dr. Beverly Hofstadter,Sales,Outplay,5,60.0
4084,2022-10-20 14:53:04 +0530,Priya Koothrappali,Sales,Zoho Crm,2,36.0
4085,2023-01-08 07:40:07 +0530,Wil Wheaton,Marketting,Height,1,3.0
4086,2023-01-27 17:53:14 +0530,Priya Koothrappali,Sales,Sentry,1,5.0
4087,2023-03-23 18:58:29 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,1,17.0
4088,2023-03-14 01:19:13 +0530,Bert Kibbler,Customer Success,Zoho Crm,4,72.0
4089,2023-01-20 05:23:56 +0530,Leonard Hofstadter,Tech,Zapier,5,20.0
4090,2023-03-30 22:07:20 +0530,Emily Sweeney,HR,Figma,3,42.0
4091,2023-02-04 04:05:44 +0530,Wil Wheaton,Marketting,Height,1,3.0
4092,2023-03-29 16:32:15 +0530,Priya Koothrappali,Sales,Github,3,12.0
4093,2022-08-30 19:48:57 +0530,Denise,HR,Height,2,6.0
4094,2023-04-05 20:07:17 +0530,Emily Sweeney,HR,Zapier,1,4.0
4095,2022-07-05 17:09:32 +0530,Leonard Hofstadter,Tech,Github,4,16.0
4096,2022-11-04 16:16:56 +0530,Wil Wheaton,Marketting,Notion,3,21.0
4097,2023-03-22 08:33:53 +0530,Dr. V.M. Koothrappali,Marketting,Teams,5,25.0
4098,2023-03-18 10:53:23 +0530,Dr. Beverly Hofstadter,Sales,Teams,4,20.0
4099,2022-06-18 00:24:24 +0530,Leonard Hofstadter,Tech,Apple,4,80.0
4100,2023-01-19 22:02:11 +0530,Priya Koothrappali,Sales,Slack,3,30.0
4101,2022-06-02 07:47:49 +0530,Wil Wheaton,Marketting,Teams,2,10.0
4102,2022-06-15 09:33:51 +0530,Wil Wheaton,Marketting,Figma,1,14.0
4103,2022-07-10 07:37:20 +0530,Denise,HR,Outplay,5,60.0
4104,2022-07-29 04:21:03 +0530,Emily Sweeney,HR,Github,5,20.0
4105,2022-07-15 22:39:05 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,3,36.0
4106,2022-12-12 08:57:25 +0530,Sheldon Cooper,Tech,Sentry,3,15.0
4107,2022-05-24 21:20:00 +0530,Denise,HR,Notion,3,21.0
4108,2022-06-21 21:34:36 +0530,Denise,HR,Zapier,2,8.0
4109,2022-11-22 01:09:24 +0530,Bert Kibbler,Customer Success,Github,3,12.0
4110,2022-08-05 08:24:29 +0530,Dr. Beverly Hofstadter,Sales,Notion,3,21.0
4111,2022-06-20 14:08:12 +0530,Denise,HR,Height,2,6.0
4112,2022-09-15 00:58:50 +0530,Leslie Winkle,Tech,Github,2,8.0
4113,2022-10-08 19:56:16 +0530,Denise,HR,Zapier,4,16.0
4114,2023-05-06 21:22:37 +0530,Barry Kripke,Customer Success,Notion,5,35.0
4115,2022-05-23 08:51:58 +0530,Bert Kibbler,Customer Success,Slack,3,30.0
4116,2023-04-05 06:05:16 +0530,Denise,HR,Zapier,4,16.0
4117,2022-11-28 17:27:11 +0530,Priya Koothrappali,Sales,Discord,3,3.0
4118,2022-11-01 19:56:35 +0530,Emily Sweeney,HR,Fullstory,2,22.0
4119,2023-01-27 04:01:38 +0530,Bert Kibbler,Customer Success,Discord,3,3.0
4120,2022-08-30 01:26:07 +0530,Dr. Beverly Hofstadter,Sales,Circleci,1,9.0
4121,2022-10-22 14:16:21 +0530,Bert Kibbler,Customer Success,Github,2,8.0
4122,2022-07-31 07:32:17 +0530,Sheldon Cooper,Tech,Teams,3,15.0
4123,2023-05-03 19:53:49 +0530,Amy Farrah Fowler,Tech,Google,5,10.0
4124,2022-12-17 22:34:26 +0530,Amy Farrah Fowler,Tech,Zoho Crm,3,54.0
4125,2022-10-15 01:06:08 +0530,Rostenkowski,Tech,Teams,5,25.0
4126,2023-04-19 14:02:40 +0530,Sheldon Cooper,Tech,Sentry,3,15.0
4127,2022-07-26 09:30:19 +0530,Amy Farrah Fowler,Tech,Height,2,6.0
4128,2022-10-05 02:56:16 +0530,Leslie Winkle,Tech,Figma,1,14.0
4129,2023-01-09 21:54:22 +0530,Amy Farrah Fowler,Tech,Google,2,4.0
4130,2023-02-15 18:27:35 +0530,Leslie Winkle,Tech,Notion,1,7.0
4131,2022-10-25 20:59:55 +0530,Amy Farrah Fowler,Tech,Github,1,4.0
4132,2022-05-13 16:02:19 +0530,Sheldon Cooper,Tech,Google,2,4.0
4133,2022-05-30 17:39:39 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,3,33.0
4134,2023-03-24 06:12:58 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,5,20.0
4135,2022-09-15 03:15:54 +0530,Priya Koothrappali,Sales,Appolo,4,68.0
4136,2022-10-25 15:23:17 +0530,Barry Kripke,Customer Success,Google,4,8.0
4137,2022-08-16 17:30:25 +0530,Sheldon Cooper,Tech,Sentry,1,5.0
4138,2022-10-19 02:17:57 +0530,Bert Kibbler,Customer Success,Zoho Crm,1,18.0
4139,2022-12-28 17:10:27 +0530,Amy Farrah Fowler,Tech,Appolo,5,85.0
4140,2022-06-08 20:00:10 +0530,Denise,HR,Zapier,1,4.0
4141,2023-04-22 01:21:01 +0530,Bert Kibbler,Customer Success,Apple,5,100.0
4142,2022-12-18 11:27:11 +0530,Emily Sweeney,HR,Height,2,6.0
4143,2022-11-12 08:57:13 +0530,Leslie Winkle,Tech,Zoho Crm,1,18.0
4144,2022-12-19 20:16:44 +0530,Rostenkowski,Tech,Height,1,3.0
4145,2022-10-24 06:31:05 +0530,Leslie Winkle,Tech,Fullstory,5,55.0
4146,2022-12-25 15:53:53 +0530,Denise,HR,Zapier,5,20.0
4147,2022-11-18 19:56:39 +0530,Rostenkowski,Tech,Zapier,2,8.0
4148,2022-11-28 00:39:02 +0530,Barry Kripke,Customer Success,Zapier,3,12.0
4149,2022-10-07 10:42:25 +0530,Amy Farrah Fowler,Tech,Zoho Crm,4,72.0
4150,2022-07-20 19:38:07 +0530,Bert Kibbler,Customer Success,Notion,5,35.0
4151,2022-12-04 22:50:41 +0530,Leslie Winkle,Tech,Zoho Crm,5,90.0
4152,2023-05-07 00:53:04 +0530,Dr. V.M. Koothrappali,Marketting,Google,4,8.0
4153,2023-05-01 15:55:04 +0530,Priya Koothrappali,Sales,Figma,2,28.0
4154,2022-10-01 11:31:14 +0530,Leonard Hofstadter,Tech,Zapier,1,4.0
4155,2022-12-11 23:52:20 +0530,Leonard Hofstadter,Tech,Slack,4,40.0
4156,2022-06-24 20:48:56 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,1,18.0
4157,2022-11-11 05:02:44 +0530,Priya Koothrappali,Sales,Github,4,16.0
4158,2022-11-29 13:32:15 +0530,Emily Sweeney,HR,Teams,1,5.0
4159,2022-08-15 10:54:08 +0530,Bert Kibbler,Customer Success,Slack,5,50.0
4160,2022-08-30 07:07:08 +0530,Leslie Winkle,Tech,Google,3,6.0
4161,2022-06-02 03:31:17 +0530,Wil Wheaton,Marketting,Height,3,9.0
4162,2023-03-30 08:10:43 +0530,Denise,HR,Outplay,3,36.0
4163,2023-03-23 04:20:46 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
4164,2022-09-27 15:30:00 +0530,Sheldon Cooper,Tech,Sentry,2,10.0
4165,2023-03-23 01:57:24 +0530,Sheldon Cooper,Tech,Fullstory,3,33.0
4166,2023-04-29 00:12:38 +0530,Rostenkowski,Tech,Discord,5,5.0
4167,2022-11-08 06:39:07 +0530,Dr. Beverly Hofstadter,Sales,Google,1,2.0
4168,2022-08-09 08:45:52 +0530,Rostenkowski,Tech,Sentry,1,5.0
4169,2023-02-08 09:11:03 +0530,Leonard Hofstadter,Tech,Sentry,3,15.0
4170,2022-12-08 07:55:45 +0530,Emily Sweeney,HR,Teams,5,25.0
4171,2022-12-26 04:14:10 +0530,Barry Kripke,Customer Success,Github,2,8.0
4172,2022-11-11 08:58:28 +0530,Barry Kripke,Customer Success,Appolo,3,51.0
4173,2022-10-15 02:46:23 +0530,Denise,HR,Circleci,1,9.0
4174,2023-03-10 06:42:24 +0530,Amy Farrah Fowler,Tech,Apple,4,80.0
4175,2022-09-16 18:31:52 +0530,Emily Sweeney,HR,Github,4,16.0
4176,2022-06-23 07:12:51 +0530,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
4177,2022-06-24 12:39:42 +0530,Bert Kibbler,Customer Success,Zapier,2,8.0
4178,2022-11-16 12:12:48 +0530,Dr. Beverly Hofstadter,Sales,Apple,1,20.0
4179,2022-10-23 05:19:16 +0530,Dr. Beverly Hofstadter,Sales,Google,1,2.0
4180,2022-12-31 03:43:19 +0530,Leslie Winkle,Tech,Google,1,2.0
4181,2022-08-30 15:02:37 +0530,Leonard Hofstadter,Tech,Appolo,4,68.0
4182,2022-09-23 14:49:14 +0530,Dr. Beverly Hofstadter,Sales,Circleci,4,36.0
4183,2022-05-28 19:03:16 +0530,Sheldon Cooper,Tech,Slack,3,30.0
4184,2022-10-28 14:31:43 +0530,Priya Koothrappali,Sales,Sentry,3,15.0
4185,2022-12-15 03:27:01 +0530,Denise,HR,Zapier,3,12.0
4186,2022-10-25 13:58:52 +0530,Priya Koothrappali,Sales,Slack,3,30.0
4187,2022-08-15 09:45:21 +0530,Leslie Winkle,Tech,Fullstory,2,22.0
4188,2022-07-23 21:28:27 +0530,Wil Wheaton,Marketting,Appolo,1,17.0
4189,2022-09-11 04:03:11 +0530,Emily Sweeney,HR,Zoho Crm,4,72.0
4190,2022-10-10 10:17:18 +0530,Denise,HR,Fullstory,3,33.0
4191,2023-04-25 16:08:22 +0530,Sheldon Cooper,Tech,Slack,1,10.0
4192,2022-12-05 04:26:29 +0530,Emily Sweeney,HR,Zapier,4,16.0
4193,2022-05-15 12:25:31 +0530,Priya Koothrappali,Sales,Outplay,4,48.0
4194,2023-03-09 03:15:07 +0530,Wil Wheaton,Marketting,Apple,1,20.0
4195,2022-05-11 16:08:47 +0530,Rostenkowski,Tech,Appolo,3,51.0
4196,2022-05-20 20:11:52 +0530,Denise,HR,Outplay,3,36.0
4197,2022-06-12 09:46:31 +0530,Denise,HR,Zapier,5,20.0
4198,2022-08-24 04:51:32 +0530,Emily Sweeney,HR,Appolo,5,85.0
4199,2023-01-26 02:30:48 +0530,Bert Kibbler,Customer Success,Discord,4,4.0
4200,2023-05-02 02:27:35 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,4,16.0
4201,2022-06-03 13:14:27 +0530,Leonard Hofstadter,Tech,Zoho Crm,2,36.0
4202,2022-10-09 07:04:48 +0530,Barry Kripke,Customer Success,Outplay,3,36.0
4203,2022-10-03 00:35:09 +0530,Priya Koothrappali,Sales,Slack,1,10.0
4204,2022-10-06 00:13:15 +0530,Sheldon Cooper,Tech,Google,1,2.0
4205,2023-01-15 20:53:01 +0530,Leslie Winkle,Tech,Circleci,5,45.0
4206,2022-11-18 23:45:42 +0530,Rostenkowski,Tech,Apple,2,40.0
4207,2022-10-15 08:58:09 +0530,Denise,HR,Zapier,3,12.0
4208,2022-10-02 10:07:08 +0530,Dr. V.M. Koothrappali,Marketting,Github,4,16.0
4209,2023-01-06 10:27:20 +0530,Bert Kibbler,Customer Success,Discord,5,5.0
4210,2023-05-08 08:14:39 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,3,33.0
4211,2022-10-07 13:27:55 +0530,Sheldon Cooper,Tech,Circleci,5,45.0
4212,2023-04-25 03:56:37 +0530,Barry Kripke,Customer Success,Height,4,12.0
4213,2022-11-09 18:31:37 +0530,Leslie Winkle,Tech,Appolo,5,85.0
4214,2022-06-09 06:36:40 +0530,Amy Farrah Fowler,Tech,Height,5,15.0
4215,2023-01-13 20:14:34 +0530,Leonard Hofstadter,Tech,Figma,1,14.0
4216,2022-09-30 00:44:44 +0530,Rostenkowski,Tech,Zoho Crm,3,54.0
4217,2022-10-31 20:29:23 +0530,Bert Kibbler,Customer Success,Sentry,3,15.0
4218,2022-09-19 08:34:26 +0530,Wil Wheaton,Marketting,Slack,5,50.0
4219,2022-05-20 22:49:47 +0530,Wil Wheaton,Marketting,Zoho Crm,1,18.0
4220,2022-07-29 03:14:29 +0530,Amy Farrah Fowler,Tech,Sentry,3,15.0
4221,2022-05-29 08:50:16 +0530,Sheldon Cooper,Tech,Figma,2,28.0
4222,2022-08-17 18:32:21 +0530,Bert Kibbler,Customer Success,Google,4,8.0
4223,2023-04-25 10:15:40 +0530,Priya Koothrappali,Sales,Outplay,1,12.0
4224,2023-01-24 17:31:50 +0530,Bert Kibbler,Customer Success,Outplay,3,36.0
4225,2022-09-17 03:24:47 +0530,Rostenkowski,Tech,Discord,3,3.0
4226,2022-08-23 00:56:17 +0530,Leslie Winkle,Tech,Github,1,4.0
4227,2023-04-02 06:00:35 +0530,Barry Kripke,Customer Success,Sentry,3,15.0
4228,2022-05-26 04:40:59 +0530,Barry Kripke,Customer Success,Slack,4,40.0
4229,2022-09-10 07:02:37 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,1,11.0
4230,2022-07-23 21:39:18 +0530,Sheldon Cooper,Tech,Teams,2,10.0
4231,2023-02-18 10:58:13 +0530,Wil Wheaton,Marketting,Google,3,6.0
4232,2022-08-30 02:47:51 +0530,Amy Farrah Fowler,Tech,Fullstory,2,22.0
4233,2022-11-09 14:34:36 +0530,Dr. Beverly Hofstadter,Sales,Slack,2,20.0
4234,2022-06-04 18:37:36 +0530,Wil Wheaton,Marketting,Slack,2,20.0
4235,2022-10-23 23:53:46 +0530,Dr. Beverly Hofstadter,Sales,Figma,2,28.0
4236,2023-04-13 12:55:59 +0530,Sheldon Cooper,Tech,Outplay,4,48.0
4237,2023-01-30 00:31:42 +0530,Dr. Beverly Hofstadter,Sales,Figma,3,42.0
4238,2023-01-29 16:17:21 +0530,Leonard Hofstadter,Tech,Figma,1,14.0
4239,2022-12-27 19:25:52 +0530,Rostenkowski,Tech,Zapier,4,16.0
4240,2022-11-04 14:47:47 +0530,Denise,HR,Google,3,6.0
4241,2022-09-20 12:08:55 +0530,Priya Koothrappali,Sales,Outplay,5,60.0
4242,2022-10-02 19:32:45 +0530,Rostenkowski,Tech,Slack,5,50.0
4243,2023-04-12 01:58:46 +0530,Barry Kripke,Customer Success,Sentry,5,25.0
4244,2022-08-24 23:13:57 +0530,Emily Sweeney,HR,Discord,1,1.0
4245,2023-02-28 11:12:40 +0530,Bert Kibbler,Customer Success,Github,3,12.0
4246,2023-03-31 02:13:03 +0530,Wil Wheaton,Marketting,Circleci,4,36.0
4247,2023-01-11 12:20:11 +0530,Dr. Beverly Hofstadter,Sales,Figma,5,70.0
4248,2023-01-17 10:00:38 +0530,Amy Farrah Fowler,Tech,Outplay,3,36.0
4249,2022-06-14 18:19:03 +0530,Denise,HR,Outplay,1,12.0
4250,2022-06-24 09:55:22 +0530,Rostenkowski,Tech,Zoho Crm,1,18.0
4251,2022-08-22 19:47:00 +0530,Sheldon Cooper,Tech,Apple,2,40.0
4252,2022-10-21 12:18:53 +0530,Emily Sweeney,HR,Fullstory,1,11.0
4253,2022-07-03 16:34:45 +0530,Dr. Beverly Hofstadter,Sales,Apple,3,60.0
4254,2022-10-25 00:08:09 +0530,Denise,HR,Appolo,4,68.0
4255,2022-11-19 16:44:35 +0530,Denise,HR,Circleci,2,18.0
4256,2022-05-29 05:52:27 +0530,Leonard Hofstadter,Tech,Circleci,2,18.0
4257,2022-05-13 04:26:46 +0530,Rostenkowski,Tech,Teams,5,25.0
4258,2023-03-31 15:07:03 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,2,18.0
4259,2022-10-01 14:25:29 +0530,Rostenkowski,Tech,Circleci,4,36.0
4260,2022-11-11 05:58:53 +0530,Barry Kripke,Customer Success,Circleci,2,18.0
4261,2022-12-26 04:38:39 +0530,Leonard Hofstadter,Tech,Sentry,3,15.0
4262,2023-02-08 12:21:49 +0530,Bert Kibbler,Customer Success,Circleci,3,27.0
4263,2022-10-14 17:36:00 +0530,Priya Koothrappali,Sales,Circleci,3,27.0
4264,2022-09-29 06:16:39 +0530,Leonard Hofstadter,Tech,Zoho Crm,4,72.0
4265,2022-12-24 09:26:37 +0530,Bert Kibbler,Customer Success,Figma,4,56.0
4266,2022-08-07 16:28:35 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
4267,2023-01-07 17:33:33 +0530,Priya Koothrappali,Sales,Sentry,4,20.0
4268,2022-06-08 23:27:23 +0530,Sheldon Cooper,Tech,Google,4,8.0
4269,2022-12-08 04:38:21 +0530,Denise,HR,Teams,4,20.0
4270,2022-11-09 13:42:59 +0530,Rostenkowski,Tech,Zoho Crm,1,18.0
4271,2022-09-20 15:29:15 +0530,Priya Koothrappali,Sales,Notion,1,7.0
4272,2022-12-06 06:50:10 +0530,Dr. V.M. Koothrappali,Marketting,Slack,2,20.0
4273,2023-04-29 20:13:28 +0530,Wil Wheaton,Marketting,Notion,5,35.0
4274,2023-03-11 15:35:10 +0530,Wil Wheaton,Marketting,Google,2,4.0
4275,2022-09-03 06:47:04 +0530,Dr. V.M. Koothrappali,Marketting,Google,5,10.0
4276,2023-02-17 17:09:08 +0530,Leslie Winkle,Tech,Zapier,5,20.0
